75,ca,X0A,Outer Nunavut (Iqaluit),NU,70.4643,-68.4789
76,ca,X0B,Central Nunavut (Cambridge Bay),NU,67.6963,-107.907
77,ca,X0C,Inner Nunavut (Rankin Inlet),NU,62.2237,-92.5904
78,ca,X0E,Central Northwest Territories (Inuvik),NT,62.4043,-110.742
79,ca,X1A,Yellowknife,NT,62.4725,-114.342
80,ca,T0A,Eastern Alberta (St. Paul),AB,53.9225,-111.059
81,ca,T0B,Wainwright Region (Tofield),AB,53.0635,-112.307
82,ca,T0C,Central Alberta (Stettler),AB,51.9565,-110.076
83,ca,T0E,Western Alberta (Jasper),AB,53.8486,-114.436
84,ca,T0G,North Central Alberta (Slave Lake),AB,54.2653,-115.383
85,ca,T0H,Northwestern Alberta (High Level),AB,56.6598,-117.29
86,ca,T0J,Southeastern Alberta (Drumheller),AB,49.8442,-110.78
87,ca,T0K,International Border Region (Cardston),AB,49.7318,-112.617
88,ca,T0L,Kananaskis Country (Claresholm),AB,49.8736,-113.507
89,ca,T0M,Central Foothills (Sundre),AB,52.0306,-113.956
90,ca,T0P,Northeastern Alberta (Fort Chipewyan),AB,58.759,-111.087
91,ca,T0V,Remote Northeast (Fitzgerald),AB,59.8685,-111.633
92,ca,T1A,Medicine Hat Central,AB,50.0365,-110.661
93,ca,T1B,Medicine Hat South,AB,50.0172,-110.651
94,ca,T1C,Medicine Hat North,AB,50.0556,-110.682
95,ca,T1G,Taber,AB,49.7773,-112.158
96,ca,T1H,Lethbridge North,AB,49.7118,-112.82
97,ca,T1J,Lethbridge West and Central,AB,49.6915,-112.829
98,ca,T1K,Lethbridge Southeast,AB,49.6765,-112.803
99,ca,T1L,Banff,AB,51.1791,-115.57
100,ca,T1M,Coaldale,AB,49.7285,-112.615
101,ca,T1P,Strathmore,AB,51.0459,-113.397
102,ca,T1R,Brooks,AB,50.5659,-111.89
103,ca,T1S,Okotoks,AB,50.7064,-113.955
104,ca,T1V,High River,AB,50.5775,-113.875
105,ca,T1W,Canmore,AB,51.0868,-115.338
106,ca,T1X,Chestermere,AB,51.0512,-113.815
107,ca,T1Y,Calgary (Rundle / Whitehorn / Monterey Park),AB,51.0759,-114.002
108,ca,T2A,Calgary (Penbrooke Meadows / Marlborough),AB,51.0402,-113.984
109,ca,T2B,Calgary (Forest Lawn / Dover / Erin Woods),AB,51.0318,-113.979
110,ca,T2C,Calgary (Lynnwood Ridge / Ogden / Foothills Industrial / Great Plains),AB,50.9878,-114
111,ca,T2E,Calgary (Bridgeland / Greenview / Zoo / YYC),AB,51.0632,-114.061
112,ca,T2G,Calgary (Inglewood / Burnsland / Chinatown / East Victoria Park / Saddledome),AB,51.0415,-114.06
113,ca,T2H,Calgary (Highfield / Burns Industrial),AB,50.9857,-114.063
114,ca,T2J,Calgary (Queensland Downs / Lake Bonavista / Willow Park / Acadia),AB,50.9693,-114.051
115,ca,T2K,Calgary (Thornecliffe / Tuxedo),AB,51.0857,-114.071
116,ca,T2L,Calgary (Brentwood / Collingwood / Nose Hill),AB,51.0917,-114.113
117,ca,T2M,Calgary (Mount Pleasant / Capitol Hill / Banff Trail),AB,51.0696,-114.086
118,ca,T2N,Calgary (Kensington / Westmont / Parkdale / University),AB,51.0591,-114.115
119,ca,T2P,Calgary (City Centre / Calgary Tower),AB,51.0472,-114.08
120,ca,T2R,Calgary (Connaught / West Victoria Park),AB,51.0426,-114.079
121,ca,T2S,Calgary (Elbow Park / Britannia / Parkhill / Mission),AB,51.0171,-114.081
122,ca,T2T,Calgary South (Altadore / Bankview / Richmond),AB,51.0316,-114.099
123,ca,T2V,Calgary (Oak Ridge / Haysboro / Kingsland / Windsor Park),AB,50.9909,-114.074
124,ca,T2W,Calgary (Braeside / Woodbine),AB,50.9604,-114.1
125,ca,T2X,Calgary (Midnapore / Sundance),AB,50.9204,-114.067
126,ca,T2Y,Calgary (Millrise / Somerset / Bridlewood / Evergreen),AB,50.9093,-114.072
127,ca,T2Z,Calgary (Douglas Glen / McKenzie Lake / Copperfield / East Shepard),AB,50.9023,-113.987
128,ca,T3A,Calgary (Dalhousie / Edgemont / Hamptons / Hidden Valley),AB,51.0922,-114.148
129,ca,T3B,Calgary (Montgomery / Bowness / Silver Springs / Greenwood),AB,51.0809,-114.162
130,ca,T3C,Calgary (Rosscarrock / Wildwood / Shaganappi / Sunalta),AB,51.0388,-114.098
131,ca,T3E,Calgary (Lakeview / Glendale / Killarney / Glamorgan),AB,51.0227,-114.134
132,ca,T3G,Calgary (Hawkwood / Arbour Lake / Royal Oak / Rocky Ridge),AB,51.1147,-114.18
133,ca,T3H,Calgary (Discovery Ridge / Signal Hill / Aspen Woods / Patterson / Cougar Ridge),AB,51.0566,-114.182
134,ca,T3J,Calgary (Martindale / Taradale / Falconridge / Saddle Ridge),AB,51.0999,-113.942
135,ca,T3K,Calgary (Sandstone / Harvest Hills / Coventry Hills / Panorama Hills / Beddington),AB,51.127,-114.079
136,ca,T3L,Calgary (Tuscany / Scenic Acres),AB,51.1162,-114.209
137,ca,T3M,Calgary (Cranston),AB,50.8902,-113.989
138,ca,T3N,Calgary Northeast,AB,51.1494,-114.002
139,ca,T3P,Calgary (Symons Valley),AB,51.1793,-114.133
